laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
384,gearvn,acer,laptop gaming acer nitro 5 an515 45 r6ev,amd ryzen 5 5600h,geforce gtx 1650,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,2.3,windows 11 home,12.0,13990000,36.34,25.5,2.39,0.0,1.0,1.0,0.0,0.0,amd ryzen 5 5600h,3.30,4.20,6,12,,,,,45.00,16955,2943,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,61007,33850,49,21712,13189,211300,729,14584,2943,geforce gtx 1650,6969.0,pcie 3.0 x16,4096.0,1395.0,12,4.6,50.0,116.0,36.0,50.0,27.0,2750.0
385,gearvn,acer,laptop acer aspire 3 a315 58 54m5,intel core i5 1135g7,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,,36.7,2.0,1.7,windows 11 home,12.0,8490000,36.3,23.84,1.99,2.0,0.0,1.0,0.0,1.0,intel core i5 1135g7,2.40,4.20,4,8,,,,,15.00,9726,2674,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,32443,19591,35,12793,5611,105815,594,7605,2674,,,,,,,,,,,,,
386,gearvn,asus,laptop asus vivobook 14 oled a1405va km095w,intel core i5 13500h,,16.0,ddr4,512.0,ssd,yes,14.0,2880x1800,90.0,600.0,50.0,3.0,1.6,windows 11 home,24.0,17390000,31.71,22.2,1.99,3.0,1.0,1.0,0.0,1.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,,,,,,,,,,,,,
387,gearvn,gigabyte,laptop gaming gigabyte g5 mf f2ph333sh,intel core i5 12450h,geforce rtx 4050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,4.0,1.9,windows 11 home,24.0,20990000,36.0,23.8,2.27,3.0,0.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
388,gearvn,gigabyte,laptop gaming gigabyte g5 mf f2vn333sh,intel core i5 12450h,geforce rtx 4050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,4.0,1.9,windows 11 home,24.0,19990000,36.0,23.8,2.27,3.0,0.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
389,gearvn,asus,laptop gaming asus tuf gaming a15 fa507nv lp046w,amd ryzen 7 7735hs,geforce rtx 4060,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,90.0,4.0,2.2,windows 11 home,24.0,27490000,35.4,25.1,2.49,2.0,2.0,1.0,1.0,0.0,amd ryzen 7 7735hs,3.20,4.80,8,16,,,,,54.00,23868,3344,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,88022,49198,61,31168,18899,301852,1115,20642,3344,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
390,gearvn,gigabyte,laptop gaming gigabyte g5 mf e2vn333sh,intel core i5 12500h,geforce rtx 4050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,,1.9,windows 11 home,,21990000,36.0,23.8,2.27,3.0,0.0,1.0,1.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
391,gearvn,acer,laptop gaming acer aspire 7 a715 76g 5806,intel core i5 12450h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,50.0,3.0,2.1,windows 11 home,12.0,18390000,36.23,23.74,1.99,3.0,1.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
392,gearvn,gigabyte,laptop gaming gigabyte g5 kf e3vn333sh,intel core i5 12500h,geforce rtx 4060,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,,1.9,windows 11 home,,23990000,36.0,23.8,2.27,3.0,0.0,1.0,1.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
393,gearvn,acer,laptop gaming acer nitro 5 tiger an515 58 5935,intel core i5 12450h,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,57.5,4.0,2.5,windows 11 home,12.0,22990000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
394,gearvn,dell,laptop dell inspiron 3530 n3530i716w1 silver,intel core i7 1355u,geforce mx550,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,54.0,3.0,1.62,windows 11 home,12.0,22790000,35.85,23.56,1.9,1.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,geforce mx550,4537.0,,,,,,,64.0,16.0,34.0,28.0,2213.0
395,gearvn,msi,laptop gaming msi katana 15 b13vfk 676vn,intel core i7 13620h,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,2.2,windows 11 home,24.0,27490000,35.9,25.9,2.49,3.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
396,gearvn,acer,laptop gaming acer nitro 16 phoenix an16 41 r50z,amd ryzen 5 7640hs,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,16.0,1920x1200,165.0,400.0,90.0,4.0,2.7,windows 11 home,12.0,26990000,36.01,27.99,2.79,2.0,2.0,1.0,1.0,1.0,amd ryzen 5 7640hs,4.30,5.00,6,12,,,,,54.00,23063,3641,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,73935,45618,79,30272,15961,272689,1179,20811,3641,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
397,gearvn,msi,laptop gaming msi katana 15 b13vek 252vn,intel core i7 13620h,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,2.25,windows 11 home,24.0,22990000,35.9,25.9,2.49,3.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
398,gearvn,gigabyte,laptop gaming gigabyte g5 kf e3ph333sh,intel core i5 12500h,geforce rtx 4060,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,54.0,,1.9,windows 11 home,,22990000,36.0,23.8,2.27,3.0,0.0,1.0,1.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
399,gearvn,acer,laptop acer nitro 5 tiger an515 58 773y,intel core i7 12700h,geforce rtx 3050 ti,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,2.5,windows 11 home,12.0,23490000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,1.0,intel core i7 12700h,2.30,4.70,6,12,1.70,3.50,8.0,8.0,45.00,26112,3580,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,91952,66352,95,34086,17955,306757,1534,18219,3580,geforce rtx 3050 ti,10138.0,pcie 4.0 x8,4096.0,735.0,12,4.6,80.0,120.0,60.0,77.0,49.0,4329.0
400,gearvn,acer,laptop gaming acer predator helios neo phn16 71 54cd,intel core i5 13500hx,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,16.0,2560x1600,165.0,500.0,90.0,4.0,2.6,windows 11 home,12.0,24990000,36.01,27.99,2.83,3.0,2.0,1.0,1.0,1.0,intel core i5 13500hx,2.50,4.70,6,12,1.80,3.50,8.0,8.0,55.00,30490,3655,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,103033,76792,106,40116,21587,374292,1783,22591,3655,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
401,gearvn,lenovo,laptop lenovo yoga slim 6 14irh8 83e00008vn,intel core i7 13700h,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,60.0,400.0,65.0,,1.35,windows 11 home,36.0,23990000,31.2,22.1,1.49,1.0,2.0,1.0,0.0,1.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27032,3638,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95142,68052,106,34226,18472,315864,1766,18765,3638,,,,,,,,,,,,,
402,gearvn,acer,laptop gaming acer nitro 16 phoenix an16 41 r60f,amd ryzen 7 7840hs,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,16.0,2560x1600,165.0,500.0,90.0,4.0,2.7,windows 11 home,12.0,24990000,36.01,27.99,2.79,2.0,2.0,1.0,1.0,1.0,amd ryzen 7 7840hs,3.80,5.10,8,16,,,,,54.00,28919,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100251,60829,89,39785,20944,350661,1390,26095,3785,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
403,gearvn,gigabyte,laptop gaming gigabyte aorus 15 xe4 73vnb14gh,intel core i7 12700h,,16.0,ddr4,1024.0,ssd,yes,15.6,2560x1440,165.0,,99.0,4.0,2.4,windows 11 home,24.0,35990000,36.0,24.4,2.7,2.0,1.0,1.0,0.0,0.0,intel core i7 12700h,2.30,4.70,6,12,1.70,3.50,8.0,8.0,45.00,26112,3580,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,91952,66352,95,34086,17955,306757,1534,18219,3580,,,,,,,,,,,,,
404,gearvn,gigabyte,laptop gaming gigabyte aorus 15 bkf 73vn754sh,intel core i7 13700h,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,2560x1440,165.0,,99.0,,2.25,windows 11 home,24.0,37990000,36.0,27.2,2.09,3.0,2.0,1.0,1.0,1.0,intel core i7 13700h,2.40,5.00,6,12,1.80,3.70,8.0,8.0,45.00,27032,3638,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95142,68052,106,34226,18472,315864,1766,18765,3638,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
405,gearvn,acer,laptop gaming acer predator helios 16 ph16 71 72bv,intel core i7 13700hx,geforce rtx 4070,16.0,ddr5,512.0,ssd,yes,16.0,2560x1600,240.0,500.0,90.0,4.0,2.6,windows 11 home,12.0,37990000,35.78,27.87,2.69,3.0,2.0,1.0,1.0,1.0,intel core i7 13700hx,2.10,5.00,8,16,1.50,3.70,8.0,8.0,55.00,33527,3864,8 x 32 kb,8 x 48 kb,8 x 1280 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,119999,88345,127,42505,23016,403769,1973,24882,3864,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
406,gearvn,gigabyte,laptop gaming gigabyte g6 kf h3vn853sh,intel core i7 13620h,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,165.0,,54.0,4.0,2.3,windows 11 home,24.0,27490000,35.95,26.38,2.6,3.0,0.0,1.0,1.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
407,gearvn,acer,laptop gaming acer nitro v anv15 51 55ca,intel core i5 13420h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,57.0,4.0,2.1,windows 11 home,12.0,24990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
408,gearvn,lenovo,laptop lenovo ideapad 3 15itl6 82h803rsvn,intel core i5 1155g7,,8.0,ddr4,256.0,ssd,yes,15.6,1920x1080,,300.0,45.0,,1.65,windows 11 home,24.0,13490000,35.92,23.65,1.99,1.0,1.0,1.0,0.0,1.0,intel core i5 1155g7,2.50,4.50,4,8,,,,,28.00,10060,2898,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,35634,20773,39,12772,5634,109245,606,7463,2898,,,,,,,,,,,,,
409,gearvn,acer,laptop gaming acer nitro 5 tiger an515 58 5193,intel core i5 12450h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,57.5,4.0,2.5,windows 11 home,,19990000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
410,gearvn,acer,laptop gaming acer aspire 7 a715 76g 73fm,intel core i7 12650h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,50.0,3.0,2.1,windows 11 home,,15990000,36.23,23.74,1.99,3.0,1.0,1.0,1.0,1.0,intel core i7 12650h,2.30,4.70,6,12,1.70,3.50,4.0,4.0,45.00,22509,3583,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,75236,56242,94,27121,14418,256715,1468,15875,3583,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
411,gearvn,acer,laptop acer aspire 5 a514 56p 55k5,intel core i5 1335u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,60.0,,48.0,3.0,1.5,windows 11 home,,14990000,36.29,23.75,1.8,2.0,0.0,1.0,0.0,1.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
412,gearvn,gigabyte,laptop gigabyte aero 14 oled 9mf e2vnbb4sh,intel core i5 12500h,,16.0,ddr5,1024.0,ssd,yes,14.0,2880x1800,90.0,,63.0,,1.49,windows 11 home,24.0,33990000,31.1,22.08,1.7,1.0,2.0,1.0,0.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,,,,,,,,,,,,,
413,gearvn,acer,laptop gaming acer nitro 16 phoenix an16 41 r3sm,amd ryzen 7 7840hs,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,16.0,2560x1600,165.0,500.0,90.0,4.0,2.7,windows 11 home,12.0,28990000,36.01,27.99,2.79,2.0,2.0,1.0,1.0,1.0,amd ryzen 7 7840hs,3.80,5.10,8,16,,,,,54.00,28919,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100251,60829,89,39785,20944,350661,1390,26095,3785,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
414,gearvn,lenovo,laptop lenovo ideapad slim 5 16iah8 83bg001xvn,intel core i5 12450h,,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,,300.0,56.6,,1.89,windows 11 home,36.0,16990000,35.6,25.1,1.79,2.0,2.0,1.0,0.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,,,,,,,,,,,,,
415,gearvn,asus,laptop gaming asus tuf gaming f15 fx507zc4 hn095w,intel core i5 12500h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,56.0,4.0,2.2,windows 11 home,24.0,20490000,35.4,25.1,2.49,2.0,2.0,1.0,1.0,0.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
416,gearvn,gigabyte,laptop gaming gigabyte g5 gd 51vn123so,intel core i5 11400h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,48.96,,2.2,windows 11 home,,17990000,36.1,25.8,2.49,3.0,1.0,1.0,0.0,0.0,intel core i5 11400h,2.70,4.50,6,12,,,,,45.00,15614,2998,6 x 32 kb,6 x 48 kb,6 x 1280 kb,12 mb,,,,53951,32469,48,22724,9568,195682,681,13347,2998,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
417,cellphones,apple,macbook pro 14 m4 10cpu 10gpu 16gb 512gb | chính hãng apple việt nam,apple m4 10 core,,16.0,,512.0,,yes,14.2,3024x1964,120.0,,72.4,,1.55,macos,12.0,39990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,apple m4 10 core,3.90,,4,4,3.90,,6.0,6.0,22.00,24380,4620,6 x 128 kb,6 x 64 kb,1 x 4096 kb,,,,,59016,50174,266,35067,15283,286744,2580,14082,4620,,,,,,,,,,,,,
418,cellphones,asus,laptop asus vivobook go 15 e1504fa-nj454w,amd ryzen 5 7520u,,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,42.0,3.0,1.8,windows 11 home,24.0,11790000,36.03,23.25,1.79,2.0,1.0,1.0,0.0,1.0,amd ryzen 5 7520u,2.80,4.30,4,8,,,,,15.00,9201,2465,4 x 32 kb,4 x 32 kb,4 x 512 kb,4 mb,,,,31438,15040,20,14505,6567,137990,446,6264,2465,,,,,,,,,,,,,
419,cellphones,acer,laptop gaming acer nitro 5 tiger an515 58 52sp,intel core i5 12500h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,2.5,windows 11 home,12.0,17490000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,1.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
420,cellphones,apple,macbook pro 14 m4 pro 12cpu 16gpu 24gb 512gb | chính hãng apple việt nam,apple m4 pro 12 core,,24.0,,512.0,,yes,14.2,3024x1964,120.0,,72.4,,1.6,macos,12.0,49990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,apple m4 pro 12 core,4.50,,8,8,2.60,,4.0,4.0,,33165,4645,,,,,,,,71589,72029,462,47036,19796,415950,4851,22517,4645,,,,,,,,,,,,,
421,cellphones,asus,laptop asus vivobook 14 oled a1405za-km263w,intel core i7 12700h,,16.0,ddr4,512.0,ssd,yes,14.0,2880x1800,90.0,600.0,50.0,3.0,1.6,windows 11 home,24.0,17990000,31.71,22.2,1.99,3.0,1.0,1.0,0.0,1.0,intel core i7 12700h,2.30,4.70,6,12,1.70,3.50,8.0,8.0,45.00,26112,3580,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,91952,66352,95,34086,17955,306757,1534,18219,3580,,,,,,,,,,,,,
422,cellphones,msi,laptop msi modern 14 c13m-607vn,intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,300.0,39.3,3.0,1.4,windows 11 home,24.0,16490000,32.0,22.3,1.95,1.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
423,cellphones,lenovo,laptop lenovo ideapad slim 3 14iah8 83eq0005vn,intel core i5 12450h,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1080,,300.0,47.0,,1.37,windows 11 home,24.0,13890000,32.43,21.38,1.79,2.0,1.0,1.0,0.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,,,,,,,,,,,,,
424,cellphones,msi,laptop msi modern 14 c7m-221vn,amd ryzen 7 7730u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,,39.3,3.0,1.4,windows 11 home,24.0,10190000,32.0,22.3,1.95,3.0,1.0,1.0,0.0,1.0,amd ryzen 7 7730u,2.00,4.50,8,16,,,,,15.00,18541,3058,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74552,39208,47,24158,14778,230118,787,14879,3058,,,,,,,,,,,,,
