laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
843,cellphones,acer,laptop acer aspire 7 a715-76g-59mw,intel core i5 12450h,geforce rtx 2050,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,50,3,2.1,windows 11 home,12,15690000,36.23,23.74,1.99,3,1,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
844,cellphones,asus,laptop asus vivobook 14 x1404za-nk389w,intel core i7 1255u,,16,ddr4,512,ssd,yes,14,1920x1080,60,250,42,3,1.4,windows 11 home,24,15790000,32.49,21.39,1.79,3,1,1,0,1,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,,,,,,,,,,,,,
845,cellphones,msi,laptop msi katana 15 b13vfk-676vn,intel core i7 13620h,geforce rtx 4060,16,ddr5,1024,ssd,yes,15.6,1920x1080,144,,53.5,3,2.25,windows 11 home,24,27990000,35.9,25.9,2.49,3,1,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
846,cellphones,asus,laptop asus vivobook go 15 e1504fa-nj454w,amd ryzen 5 7520u,,16,ddr5,512,ssd,yes,15.6,1920x1080,60,250,42,3,1.8,windows 11 home,24,12390000,36.03,23.25,1.79,2,1,1,0,1,amd ryzen 5 7520u,2.8,4.3,4,8,,,,,15,9188,2464,4 x 32 kb,4 x 32 kb,4 x 512 kb,4 mb,,,,31393,15027,20,14472,6566,137872,445,6263,2464,,,,,,,,,,,,,
847,cellphones,asus,laptop asus vivobook 14 x1404za-nk386w,intel core i3 1215u,,8,ddr4,512,ssd,yes,14,1920x1080,60,,42,3,1.4,windows 11 home,24,9690000,32.49,21.39,1.79,3,1,1,0,0,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
848,cellphones,asus,laptop asus tuf gaming a15 fa506nf-hn005w,amd ryzen 5 7535hs,geforce rtx 2050,8,ddr5,512,ssd,yes,15.6,1920x1080,144,250,48,3,2.3,windows 11 home,24,15990000,35.9,25.6,2.45,3,1,0,0,0,amd ryzen 5 7535hs,3.3,4.6,6,12,,,,,35,18408,3170,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63980,36382,50,23123,14141,229245,870,15997,3170,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
849,cellphones,lenovo,laptop lenovo ideapad slim 3 14iah8 83eq0005vn,intel core i5 12450h,,16,ddr5,512,ssd,yes,14,1920x1080,,300,47,,1.37,windows 11 home,24,13990000,32.43,21.38,1.79,2,1,1,0,1,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,,,,,,,,,,,,,
850,cellphones,asus,laptop asus tuf gaming a15 fa506ncr-hn047w,amd ryzen 7 7435hs,geforce rtx 3050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,48,3,2.3,windows 11 home,24,19990000,35.9,25.6,2.45,3,1,1,0,0,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
851,cellphones,dell,laptop dell inspiron 15 3520-5124blk gj8w7 - nhập khẩu chính hãng,intel core i5 1235u,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,,41,3,1.66,windows 11 home,12,13990000,35.85,23.56,1.7,2,0,1,0,0,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
852,cellphones,apple,macbook pro 14 inch m3 2023 (8 cpu - 10 gpu 16gb 512gb) | chính hãng apple việt nam,apple m3 8 core,,16,,512,ssd,yes,14.2,3024x1964,120,,,,1.55,macos,12,40390000,31.26,22.12,1.55,0,0,1,0,1,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
853,cellphones,asus,laptop asus vivobook 14 oled a1405va-km095w,intel core i5 13500h,,16,ddr4,512,ssd,yes,14,2880x1800,90,600,50,3,1.6,windows 11 home,24,17390000,31.71,22.2,1.99,3,1,1,0,0,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,,,,,,,,,,,,,
854,cellphones,acer,laptop acer aspire 3 a315-59-381e,intel core i3 1215u,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,,40,3,1.7,windows 11 home,12,9490000,36.29,24.13,1.99,3,0,1,0,0,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
855,cellphones,asus,laptop asus vivobook 15 x1504za-nj1039w,intel core i7 1255u,,16,ddr4,512,ssd,yes,15.6,1920x1080,60,250,42,3,1.7,windows 11 home,24,15990000,35.97,23.25,1.79,3,1,1,0,1,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,,,,,,,,,,,,,
856,cellphones,acer,laptop gaming acer nitro 5 tiger an515 58 773y,intel core i7 12700h,geforce rtx 3050,16,ddr4,512,ssd,yes,15.6,1920x1080,,,57.5,4,2.5,windows 11 home,12,22990000,36.04,27.11,2.59,2,1,0,0,0,intel core i7 12700h,2.3,4.7,6,12,1.7,3.5,8,8,45,26121,3581,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,92015,66386,95,34092,17960,306814,1535,18222,3581,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
857,cellphones,asus,laptop asus gaming vivobook k3605zu-rp296w,intel core i5 12500h,geforce rtx 4050,16,ddr4,512,ssd,yes,16,1920x1200,144,300,70,3,1.8,windows 11 home,24,23290000,35.86,24.91,1.89,2,1,1,0,1,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
858,cellphones,asus,laptop asus vivobook 15 x1504za-nj582w,intel core i3 1215u,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,250,42,3,1.7,windows 11 home,24,9990000,35.97,23.25,1.79,3,1,1,0,0,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
859,cellphones,apple,apple macbook air m2 2024 8cpu 10gpu 16gb 512gb i chính hãng apple việt nam,apple m2 8 core,,16,,512,,yes,13.6,2560x1664,,,52.6,,1.27,macos,12,29690000,30.41,21.5,1.13,0,2,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
860,cellphones,lenovo,laptop lenovo legion 5 15irx9 83jj000fvn,intel core i7 13650hx,geforce rtx 4060,24,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.32,windows 11 home,24,35990000,35.88,26.14,2.46,3,2,1,1,1,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
861,cellphones,acer,laptop acer aspire 7 a715-76g-5806,intel core i5 12450h,geforce rtx 3050,16,ddr4,512,ssd,yes,15.6,1920x1080,144,,50,3,2.1,windows 11 home,12,18490000,36.23,23.74,1.99,3,1,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
862,cellphones,lenovo,laptop lenovo ideapad slim 3 15 abr8 82xm00ejvn,amd ryzen 5 7430u,,16,ddr4,512,ssd,yes,15.6,1920x1080,,300,47,,1.62,windows 11 home,24,11990000,35.93,23.5,1.79,2,1,1,0,1,amd ryzen 5 7430u,2.3,4.3,6,12,,,,,15,15746,2973,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,58354,31816,47,19380,11980,188083,683,12493,2973,,,,,,,,,,,,,
863,cellphones,apple,macbook air m2 2024 8cpu 10gpu 16gb 256gb sạc 30w i chính hãng apple việt nam,apple m2 8 core,,16,,256,,yes,13.6,2560x1664,,,52.6,,1.24,macos,12,25690000,30.41,21.5,1.13,0,2,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
864,cellphones,asus,laptop asus  vivobook 14 oled a1405va-km257w,intel core i5 13500h,,16,ddr4,512,ssd,yes,14,2880x1800,90,600,50,3,1.6,windows 11 home,24,17090000,31.71,22.2,1.99,3,1,1,0,1,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,,,,,,,,,,,,,
865,cellphones,asus,laptop asus vivobook 15 x1504va-nj070w,intel core i5 1335u,,16,ddr4,512,ssd,yes,15.6,1920x1080,60,250,42,3,1.7,windows 11 home,24,15390000,35.97,23.25,1.79,3,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
866,cellphones,asus,laptop asus vivobook s 14 oled s5406ma-pp046ws,intel core ultra 5 125h,,16,ddr5,512,ssd,yes,14,2880x1800,120,400,75,4,1.3,windows 11 home,24,23990000,31.05,22.19,1.59,2,2,1,0,1,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
867,cellphones,acer,laptop acer aspire 5 spin 14 a5sp14-51mtn-573x,intel core i5 1335u,,16,ddr5,512,ssd,yes,14,1920x1200,60,,50,,1.6,windows 11 home,12,14990000,31.82,22.55,1.8,2,1,1,0,1,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
868,cellphones,msi,laptop msi modern 15 b7m-238vn,amd ryzen 7 7730u,,16,ddr4,512,ssd,yes,15.6,1920x1080,60,,39.3,3,1.75,windows 11 home,24,12990000,35.9,24.1,1.99,1,1,1,0,0,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
869,cellphones,hp,laptop hp 15-fd0237tu 9q972pa,intel core i5 1334u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,250,41,3,1.59,windows 11 home,12,14990000,35.98,23.6,1.86,2,1,1,0,1,intel core i5 1334u,1.3,4.6,2,4,0.9,3.4,8,8,15,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
870,cellphones,dell,laptop dell vostro 3520 f0v0vi3 - nhập khẩu chính hãng,intel core i3 1215u,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,250,41,3,1.9,linux,12,9690000,35.85,23.56,1.9,2,0,1,1,1,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
871,cellphones,lenovo,laptop lenovo thinkpad e14 gen 5 21jk00h5vn,intel core i5 13420h,,16,ddr4,512,ssd,yes,14,1920x1200,,,47,,1.43,windows 11 home,24,21190000,31.3,21.93,1.8,1,2,1,1,1,intel core i5 13420h,2.1,4.6,4,8,1.5,3.4,4,4,45,18351,3454,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60332,44607,54,22863,12242,223438,1061,13756,3454,,,,,,,,,,,,,
1109,fptshop,asus,laptop asus tuf gaming,intel core i5 12500h,geforce rtx 3050,16,ddr4,16,ssd,yes,15.6,1920x1080,144,250,56,,2.2,windows 11 home,24,20290000,35.4,25.1,1.56,5,0,1,0,0,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
872,cellphones,acer,laptop acer gaming aspire 7 a715-76g-73fm,intel core i7 12650h,geforce rtx 2050,16,ddr4,512,ssd,yes,15.6,1920x1080,144,,50,3,2.1,windows 11 home,12,17490000,36.23,23.74,1.99,3,1,1,1,0,intel core i7 12650h,2.3,4.7,6,12,1.7,3.5,4,4,45,22516,3583,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,75219,56246,94,27112,14422,256836,1470,15885,3583,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
873,cellphones,msi,laptop msi modern 14 c13m-607vn,intel core i7 1355u,,16,ddr4,512,ssd,yes,14,1920x1080,60,300,39.3,3,1.4,windows 11 home,24,14990000,32,22.3,1.95,1,1,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
874,cellphones,lenovo,laptop lenovo loq 15arp9 83jc003vvn,amd ryzen 7 7435hs,geforce rtx 4050,12,ddr5,512,ssd,yes,15.6,1920x1080,144,,60,,2.38,windows 11 home,24,25890000,35.99,25.87,2.39,1,2,1,1,1,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
875,cellphones,apple,apple macbook air m2 2024 8cpu 10gpu 16gb 512gb sạc 70w i chính hãng apple việt nam,apple m2 8 core,,16,,512,,yes,13.6,2560x1664,,500,52.6,,1.27,macos,12,29690000,30.41,21.5,1.13,0,2,0,0,0,apple m2 8 core,3.5,,4,4,2.8,,4,4,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
876,cellphones,lenovo,laptop lenovo loq 15iax9 83gs000rvn,intel core i5 12450hx,geforce rtx 4050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.38,windows 11 home,24,25990000,35.99,25.87,2.39,3,1,1,1,1,intel core i5 12450hx,,4.4,4,8,,3.1,4,4,148,18668,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57737,43531,58,23245,12258,222404,1183,13985,3397,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
877,cellphones,lenovo,laptop lenovo ideapad flex 5 14iau7 82r700jqvn,intel core i3 1215u,,8,ddr4,512,ssd,yes,14,2240x1400,60,300,52.5,,1.5,windows 11 home,24,11490000,31.31,22.49,1.74,1,1,1,0,1,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
878,cellphones,hp,laptop hp pavilion 15-eg2088tu 7c0r0pa,intel core i7 1260p,,16,ddr4,512,ssd,yes,15.6,1920x1080,,250,41,3,1.75,windows 11 home,12,19490000,36.02,23.4,1.79,2,1,1,0,1,intel core i7 1260p,2.1,4.7,4,8,1.5,3.4,8,8,28,17004,3290,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63161,42932,64,20814,11399,185388,1110,10633,3290,,,,,,,,,,,,,
879,cellphones,msi,laptop msi gaming gf63 12ve-460vn,intel core i5 12450h,geforce rtx 4050,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,52.4,3,1.85,windows 11 home,12,16990000,35.9,25.4,2.15,3,1,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
880,cellphones,asus,laptop asus rog strix g16 g614ju-n4132w,intel core i7 13650hx,geforce rtx 4050,16,ddr5,512,ssd,yes,16,2560x1600,240,,90,4,2.5,windows 11 home,24,34990000,35.4,26.4,3.04,2,2,1,0,1,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
881,cellphones,acer,laptop acer aspire 5 spin 14 a5sp14-51mtn-78jh,intel core i7 1355u,,16,ddr5,512,ssd,yes,14,1920x1200,60,250,50,,1.6,windows 11 home,12,16990000,31.82,22.55,1.8,2,1,1,0,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
882,cellphones,msi,laptop msi modern 14 c7m-221vn,amd ryzen 7 7730u,,8,ddr4,512,ssd,yes,14,1920x1080,60,,39.3,3,1.4,windows 11 home,24,10490000,32,22.3,1.95,3,1,1,0,1,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
883,cellphones,dell,laptop dell inspiron 15 3520 6r6nk - nhập khẩu chính hãng,intel core i5 1235u,,8,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.66,windows 11 home,12,13490000,35.85,23.56,1.7,2,0,1,0,0,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
884,cellphones,lenovo,laptop lenovo ideapad slim 3 15abr8 82xm00ehvn,amd ryzen 7 7730u,,16,ddr4,512,ssd,yes,15.6,1920x1080,,300,47,,1.62,windows 11 home,24,14490000,35.93,23.5,1.79,2,1,1,0,1,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
885,cellphones,acer,laptop gaming acer nitro 5 tiger an515-58-50d2,intel core i5 12500h,geforce rtx 3060,16,ddr5,512,ssd,yes,15.6,1920x1080,165,300,57.5,4,2.5,windows 11 home,12,22990000,36.04,27.11,2.59,2,1,1,1,0,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 3060,13354,pcie 4.0 x16,6144,900,12,4.6,115,146,92,111,59,5839
886,cellphones,msi,laptop msi gaming thin 15 b12ucx-1419vn,intel core i5 12450h,geforce rtx 2050,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,52.4,3,1.86,windows 11 home,24,14990000,35.9,25.4,2.17,3,1,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
887,cellphones,lenovo,laptop lenovo ideapad slim 5 15iru9 83d00003vn,intel core 5 120u,,32,ddr5,512,ssd,yes,15.3,1920x1200,,300,57,,1.79,windows 11 home,24,19490000,34.35,23.82,1.74,2,2,1,0,1,intel core 5 120u,1.4,5,2,4,0.9,3.8,8,8,15,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
888,cellphones,lenovo,laptop lenovo thinkbook 16 g6 irl 21kh00q0vn,intel core i5 13420h,,16,ddr5,512,ssd,yes,16,1920x1200,,300,71,,1.7,windows 11 home,24,18690000,35.6,25.35,1.75,2,2,1,1,1,intel core i5 13420h,2.1,4.6,4,8,1.5,3.4,4,4,45,18351,3454,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60332,44607,54,22863,12242,223438,1061,13756,3454,,,,,,,,,,,,,
889,cellphones,lenovo,laptop lenovo loq 15arp9 83jc003yvn,amd ryzen 7 7435hs,geforce rtx 4060,24,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.38,windows 11 home,24,29290000,35.99,25.87,2.39,3,1,1,1,1,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
890,cellphones,asus,laptop asus vivobook 15 oled a1505va-ma492w,intel core i7 13700h,,16,ddr4,512,ssd,yes,15.6,2880x1620,120,600,50,3,1.7,windows 11 home,24,20190000,35.68,22.76,1.99,3,1,1,0,1,intel core i7 13700h,2.4,5,6,12,1.8,3.7,8,8,45,27094,3640,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95371,68230,106,34298,18517,316731,1768,18821,3640,,,,,,,,,,,,,
